comments,star_rating,tags,compound,sentiment_category,professor_name,ranked_tags_w2v,Tag1,Tag2,Tag3,Tag4,Tag5
You can go never go to this class a day in your life and you\'ll be just the same. she uses my mathlab which i found to be very annoying. i spent 44 hours on homework in the semester which only accounts for 10% of your overall grade. i spent another 11 hours on quizzes which are 20% of your grade so unless you have a ton of time i wouldnt take her.,3.0,"annoying, time-consuming, not valuable",-0.6433,negative,William Hollinrake,"annoying, time-consuming, not valuable",annoying,time-consuming,not valuable,,
"Online Class. Read assignments and do work and you should do fine in this class. Not an ""easy"" A, but if you put in the time and do the assignments it is.",3.3,"Online Class, assignments, work, fine, time, NA",0.2023,positive,Hon Linda,"assignments, work, fine, na, time",assignments,work,fine,na,time
"Mr. Thielen was an excellent teacher. The subject matter was not to difficult. He made coming to class a joy. He is very charismatic, and you can tell he enjoys what his work.",4.8,"excellent, joy, charismatic, enjoys his work",0.8957,positive,Leslie Looney,"joy, charismatic, excellent, enjoys his work",joy,charismatic,excellent,enjoys his work,
"Despite the fact that his class is pretty easy, it\'s all really neat stuff you learn. This class is definitely worthwhile.",4.3,"easy, neat, worthwhile",0.8074,positive,Margaret Mitchell,"neat, easy, worthwhile",neat,easy,worthwhile,,
"Seriously, GO TO CLASS. If you don\'t your screwed. Do EXACTLY what he says and you will get an A. I have no idea how people can not get atleast a B. He practically gives you the answers.... Funny, enjoyable, dont care for people that dont come to class, gives attendence 2 times a class period.",2.4,"strict, helpful, engaging, funny, no-nonsense",0.7964,positive,Virgina Rivers,"helpful, funny, engaging, strict, no-nonsense",helpful,funny,engaging,strict,no-nonsense
Professor Gregg is my favorite teacher at citrus so far. She is really passionate about what she teaches and will make you feel the same way. We didnt use the book alot the tests were easy if you paid attention and STUDY YOUR NOTES cause the questions are directly from them. I wish she could teach all my classes!! take her class!!,4.7,"passionate, favorite teacher, easy tests, attentive, wish she could teach all my classes",0.9001,positive,Clark,"attentive, passionate, wish she could teach all my classes, favorite teacher, easy tests",attentive,passionate,wish she could teach all my classes,favorite teacher,easy tests
The best professor I have ever had! Recommend that anybody take a class with her if possible!!!,4.8,"best professor, recommend, anybody, class",0.7717,positive,Robert Warden,"recommend, anybody, class, best professor",recommend,anybody,class,best professor,
"if you are a full time student, good luck because this prof gives a ton of work as if this is the only class we are taking, asks for too much detail, and VERY picky with assignments and writing. if you can, save yourself and avoid it! also many students complained about this prof outside this website so, that should def be a sign!",2.5,"picky, demanding, excessive workload, avoid",-0.4767,negative,Mara Merlino,"picky, avoid, demanding, excessive workload",picky,avoid,demanding,excessive workload,
Very rude. If he doesnt like you you\'re better off not asking anything. Good luck with this stand up guy lol,4.0,"rude, stand up guy",-0.4588,negative,Robert Warden,"rude, stand up guy",rude,stand up guy,,,
Very understanding,4.3,understanding,0.0,neutral,Jans Wager,understanding,understanding,,,,
Horrible prof. I don\'t agree with earlier comments that if you attend you will do well. I have only missed one class and I am always lost. The tests are ridiculous. They have almost nothing to do with lecture and require you to remember tiny statistics out of the book. I would never take this prof again!,2.3,"Horrible, lost, ridiculous, tiny statistics, never take again",-0.8074,negative,William Hollinrake,"horrible, ridiculous, lost, tiny statistics, never take again",horrible,ridiculous,lost,tiny statistics,never take again
"Thought he was great, will take his class anytime. Very helpful if you know why you are in the class. I was unsure of him at first but if you show commitment, he works with you. Takes time to answer your qusetions if don\'t understand. Also gives extra credit. Got an A.",2.0,"great, helpful, committed, works with you, answers questions, extra credit, A",0.891,positive,Wolfgang Ziller,"helpful, great, committed, works with you, extra credit",helpful,great,committed,works with you,extra credit
"Professor Hardesty is a really easy professor. She is easy to understand, she doesn\'t require you to get a textbook, and she cracks some pretty funny jokes. I took this class as a Gened, and now I think sociology is great.",4.2,"easy, easy to understand, funny, great",0.9153,positive,Robert Warden,"funny, easy, great, easy to understand",funny,easy,great,easy to understand,
such an easy course if your at least somewhat smart,4.5,"easy, smart",0.6808,positive,Margaret Mitchell,"smart, easy",smart,easy,,,
He\'s awesome. One of the best prof\'s i\'ve had thus far. Made one REALLY DRY COURSE...one of the most interesting i\'ve taken. GO TO LECTURE AND YOU DON\'T NEED TO READ!!!,4.8,"awesome, best, interesting, engaging",0.9246,positive,Juanita Campos,"interesting, awesome, best, engaging",interesting,awesome,best,engaging,
"He was sorta monotone and boring. Pretty easy class though, only 4 real grades, 3 exams and a paper. watch movies in class then listen to him lecture",2.6,"monotone, boring, easy class, exams, paper, watch movies, lecture",0.1531,positive,Margaret Mitchell,"monotone, lecture, boring, exams, paper",monotone,lecture,boring,exams,paper
She is not a bad teacher but she does things that really annoy the students.She is that teacher who wants to keep you until the last second of class and loves to hear herself talk. She takes about a month to grade anything.She wants to give out all these assignments and try to grade tough but can\'t even grade them within a decent amount of time.,3.8,"annoying, talkative, slow grader, overwhelming",-0.4019,negative,Jans Wager,"talkative, annoying, overwhelming, slow grader",talkative,annoying,overwhelming,slow grader,
Ramin is amazing! Extremely interesting lectures. Really knows his stuff. Enthusiastic about the subject. Best CS class I have taken. You really learn a lot about CS rather than just programming.,3.5,"amazing, interesting, knowledgeable, enthusiastic, best, learn a lot",0.9313,positive,Robert Warden,"amazing, enthusiastic, interesting, knowledgeable, best",amazing,enthusiastic,interesting,knowledgeable,best
"the guy just likes to hear himself talk...doesn\'t teach or lecture, just rambles",3.7,"rambles, likes to hear himself talk",0.4215,positive,Robert Warden,"rambles, likes to hear himself talk",rambles,likes to hear himself talk,,,
"took both of his gangs classes. would love to take more. he\'s funny, easy, love his classes. must take this professor.",4.7,"funny, easy, love, must take",0.875,positive,Juanita Campos,"funny, love, easy, must take",funny,love,easy,must take,
"Don\'t like her much. Picks her favorites and sticks with them. Such a young teacher, but acts like she\'s 87 years old.",4.4,"unfavorable, favorites, young, old",0.4215,positive,Hon Linda,"old, favorites, unfavorable, young",old,favorites,unfavorable,young,
"If you want easy A, she\'s not an option. but she\'s really an enthusiastic teacher and she knows what she\'s doing. There are a lot of homework and you\'re expected to turn them in but they\'re really helpful. She\'s quite generous in giving grades too and there are many extra credit opportunities!",3.4,"enthusiastic, knowledgeable, generous, helpful",0.8519,positive,Hon Linda,"knowledgeable, enthusiastic, helpful, generous",knowledgeable,enthusiastic,helpful,generous,
He has you discover the chemistry. This has you understand why the rules are the way the rules are and understand why things work the way they do.,3.0,"discover, chemistry, rules, understand, work",0.0,neutral,William Hollinrake,"understand, discover, chemistry, rules, work",understand,discover,chemistry,rules,work
